present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
parapsilosis,duobushaemulonii,CPAR2_104360,UniProt G8B7G6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104510,UniProt G8B7I1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104640,UniProt G8B7J3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104730,UniProt G8B7K2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104820,UniProt G8B7L1,False,XP_025337116.1,35.0,1.07e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_104840,UniProt G8B7L3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105060,UniProt G8B7N5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105090,UniProt G8B7N8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105140,UniProt G8B7P3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105260,UniProt G8B7Q5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105360,UniProt G8B7R5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105420,UniProt G8B7S1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105440,UniProt G8B7S3,False,XP_025335659.1,26.5,0.000115,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_105470,UniProt G8B7S6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105650,UniProt G8B7U4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105680,UniProt G8B7U7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105700,UniProt G8B7U9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105720,UniProt G8B7V1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105750,UniProt G8B7V4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106015,UniProt G8B7Y1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106070,UniProt G8B7Y7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106160,UniProt G8B7Z6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106200,UniProt G8B800,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106450,UniProt G8B825,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106530,UniProt G8B833,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106560,UniProt G8B836,False,XP_025335785.1,43.4,9.88e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_106830,UniProt G8B863,False,XP_025335905.1,25.7,4.15e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_106950,UniProt G8B875,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107200,UniProt G8B8A0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107320,UniProt G8B8B2,False,XP_025337609.1,39.0,1.07e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_107450,UniProt G8B8C5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107480,UniProt G8B8C8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107540,UniProt G8B8D4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107600,UniProt G8B8E0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107620,UniProt G8B8E2,False,XP_025334772.1,27.8,4.41e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_107660,UniProt G8B8E6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107690,UniProt G8B8E9,False,XP_025337958.1,33.3,8.22e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_107900,UniProt G8B8H0,False,XP_025337594.1,27.3,6.94e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_107920,UniProt G8B8H2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107930,UniProt G8B8H3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107980,UniProt G8B8H8,False,XP_025337871.1,36.1,2.21e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_108120,UniProt G8B8J1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108200,UniProt G8B8J8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108230,UniProt G8B8K9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108330,UniProt G8B8L0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108390,UniProt G8B8L6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108440,UniProt G8B8M1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300020,UniProt G8B8R4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300030,UniProt G8B8R5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300050,UniProt G8B8R7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300060,UniProt G8B8R8,False,XP_025336527.1,20.7,1.76e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_300200,UniProt G8B8T2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300210,UniProt G8B8T3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300280,UniProt G8B8U0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300570,UniProt G8B8W9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300610,UniProt G8B8X3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301030,UniProt G8B915,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301140,UniProt G8B926,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301680,UniProt G8B979,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301790,UniProt G8B990,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301820,UniProt G8B993,False,XP_025338298.1,34.4,7.25e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_301840,UniProt G8B995,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301870,UniProt G8B998,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301890,UniProt G8B9A0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301940,UniProt G8B9A5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301950,UniProt G8B9A6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302000,UniProt G8B9B1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302030,UniProt G8B9B4,False,XP_025334976.1,28.5,1.75e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_302130,UniProt G8B9C4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302200,UniProt G8B9D1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302450,UniProt G8B9F6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302590,UniProt G8B9H1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302610,UniProt G8B9H3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302620,UniProt G8B9H4,False,XP_025337976.1,43.6,0.000499,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_302700,UniProt G8B9I2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302810,UniProt G8B9J2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302820,UniProt G8B9J3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302880,UniProt G8B9J8,False,XP_025337520.1,40.0,5.82e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_302900,UniProt G8B9K0,False,XP_025338092.1,46.7,8.28e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_302950,UniProt G8B9K5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302980,UniProt G8B9K8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302990,UniProt G8B9K9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303000,UniProt G8B9L0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303030,UniProt G8B9L3,False,XP_025335107.1,71.8,1.03e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_303100,UniProt G8B9M0,False,XP_025338611.1,43.6,4.29e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_303110,UniProt G8B9M1,False,XP_025337563.1,60.2,8.56e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_303130,UniProt G8B9M3,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303190,UniProt G8B9M9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303280,UniProt G8B9N8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303460,UniProt G8B9Q6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303590,UniProt G8B9R9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303610,UniProt G8B9S0,False,XP_025336634.1,19.6,1.09e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_303790,UniProt G8B9T8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_303800,UniProt G8B9T9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304110,UniProt G8B9X0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304150,UniProt G8B9X4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304180,UniProt G8B9X7,False,XP_025336487.1,34.4,4.49e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_304340,UniProt G8B9Z3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804320,UniProt G8BA10,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804470,UniProt G8BA25,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804570,UniProt G8BA34,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804880,UniProt G8BA66,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804920,UniProt G8BA70,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805090,UniProt G8BA87,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805130,UniProt G8BA91,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805140,UniProt G8BA92,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805150,UniProt G8BA93,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805160,UniProt G8BA94,False,XP_025338591.1,55.3,0.000107,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_805180,UniProt G8BA96,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805190,UniProt G8BA97,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805240,UniProt G8BAA2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805360,UniProt G8BAB4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805430,UniProt G8BAC1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805490,UniProt G8BAC7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805720,UniProt G8BAF0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805760,UniProt G8BAF4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805910,UniProt G8BAG9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805920,UniProt G8BAH0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_805950,UniProt G8BAH3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806140,UniProt G8BAJ1,False,XP_025338496.1,36.9,2.59e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_806160,UniProt G8BAJ3,False,XP_025337607.1,29.3,9.02e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_806180,UniProt G8BAJ5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806310,UniProt G8BAK8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806330,UniProt G8BAL0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806510,UniProt G8BAM8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806590,UniProt G8BAN6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806610,UniProt G8BAN8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806630,UniProt G8BAP0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806660,UniProt G8BAP3,False,XP_025336592.1,47.3,3.56e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_806990,UniProt G8BAS6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807040,UniProt G8BAT1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807080,UniProt G8BAT5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807120,UniProt G8BAT9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807350,UniProt G8BAW2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807490,UniProt G8BAX6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807510,UniProt G8BAX8,False,XP_025335785.1,34.6,8.83e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_807580,UniProt G8BAY5,False,XP_025334839.1,22.4,2.3e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_807590,UniProt G8BAY6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807610,UniProt G8BAY8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807620,UniProt G8BAY9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807690,UniProt G8BAZ6,False,XP_025338244.1,47.2,1.71e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_807830,UniProt G8BB10,False,XP_025336994.1,28.6,1.16e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808050,UniProt G8BB32,False,XP_025337002.1,35.5,3.38e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808080,UniProt G8BB35,False,XP_025334520.1,22.7,1.92e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808150,UniProt G8BB42,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808260,UniProt G8BB53,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808300,UniProt G8BB57,False,XP_025338250.1,41.5,1.28e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808340,UniProt G8BB61,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808350,UniProt G8BB62,False,XP_025335569.1,25.0,0.000116,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808360,UniProt G8BB63,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808370,UniProt G8BB64,False,XP_025334404.1,24.5,2.23e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_808460,UniProt G8BB73,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808630,UniProt G8BB90,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808680,UniProt G8BB95,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808850,UniProt G8BBB2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808910,UniProt G8BBB8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_809010,UniProt G8BBC8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_809060,UniProt G8BBD3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800040,UniProt G8BBD7,False,XP_025339067.1,27.7,1.55e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_800060,UniProt G8BBD9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800070,UniProt G8BBE0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800140,UniProt G8BBE7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800180,UniProt G8BBF1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800380,UniProt G8BBH1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800410,UniProt G8BBH4,False,XP_025335648.1,24.4,6.39e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_800500,UniProt G8BBI3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800920,UniProt G8BBM5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800930,UniProt G8BBM6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_800950,UniProt G8BBM8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801070,UniProt G8BBP0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801210,UniProt G8BBQ4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801270,UniProt G8BBR0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801290,UniProt G8BBR2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801300,UniProt G8BBR3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801610,UniProt G8BBU4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801655,UniProt G8BBU9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801660,UniProt G8BBV0,False,XP_025337346.1,22.7,9.66e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_801735,UniProt G8BBV8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801750,UniProt G8BBW0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801780,UniProt G8BBW3,False,XP_025336060.1,36.1,3.65e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_801790,UniProt G8BBW4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801830,UniProt G8BBW8,False,XP_025336060.1,36.3,7.14e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_802030,UniProt G8BBY8,False,XP_025338519.1,26.2,9.57e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_802090,UniProt G8BBZ4,False,XP_025338514.1,39.8,5.73e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_802200,UniProt G8BC05,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_802310,UniProt G8BC16,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_802450,UniProt G8BC30,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_802530,UniProt G8BC38,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803140,UniProt G8BC98,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803190,UniProt G8BCA3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803245,UniProt G8BCA9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803390,UniProt G8BCC4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803590,UniProt G8BCE4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803600,UniProt G8BCE5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803610,UniProt G8BCE6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803740,UniProt G8BCF9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803870,UniProt G8BCH1,False,XP_025335179.1,32.3,4.51e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_804000,UniProt G8BCI4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206450,UniProt G8BCK7,False,XP_025335376.1,63.6,2.41e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_206500,UniProt G8BCL2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206540,UniProt G8BCL6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206850,UniProt G8BCP7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206870,UniProt G8BCP9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206910,UniProt G8BCQ3,False,XP_025334694.1,44.4,7.6e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_206980,UniProt G8BCR0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207160,UniProt G8BCS8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207180,UniProt G8BCT0,False,XP_025335415.1,39.5,1.52e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_207330,UniProt G8BCU5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207390,UniProt G8BCV1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207600,UniProt G8BCX2,False,XP_025337401.1,23.6,2.54e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_207670,UniProt G8BCX9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207790,UniProt G8BCZ1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207810,UniProt G8BCZ3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207830,UniProt G8BCZ5,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207860,UniProt G8BCZ8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207950,UniProt G8BD07,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208000,UniProt G8BD12,False,XP_025337384.1,66.7,9.64e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_208020,UniProt G8BD14,False,XP_025337378.1,45.3,5.78e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_208200,UniProt G8BD30,False,XP_025337383.1,36.1,1.02e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_208220,UniProt G8BD32,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208330,UniProt G8BD43,False,XP_025338121.1,30.0,3.34e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_208410,UniProt G8BD51,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208430,UniProt G8BD53,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208450,UniProt G8BD55,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208510,UniProt G8BD61,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208700,UniProt G8BD80,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208830,UniProt G8BD91,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208910,UniProt G8BD99,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208920,UniProt G8BDA0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208960,UniProt G8BDA4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209040,UniProt G8BDB2,False,XP_025339173.1,95.0,0.000215,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_209070,UniProt G8BDB5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209210,UniProt G8BDC9,False,XP_025337378.1,42.6,6.99e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_209270,UniProt G8BDD5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209370,UniProt G8BDE5,False,XP_025339473.1,31.9,4.42e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_209420,UniProt G8BDF0,False,XP_025334717.1,32.8,4.78e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_209590,UniProt G8BDG7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209900,UniProt G8BDJ8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209920,UniProt G8BDK0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209970,UniProt G8BDK5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210040,UniProt G8BDL2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210190,UniProt G8BDM7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210300,UniProt G8BDN8,False,XP_025335532.1,33.3,0.000857,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_210310,UniProt G8BDN9,False,XP_025335533.1,69.0,7.82e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_210345,UniProt G8BDP3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210510,UniProt G8BDR0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210560,UniProt G8BDR5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210620,UniProt G8BDS1,False,XP_025339067.1,31.0,1.62e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_210660,UniProt G8BDS5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210700,UniProt G8BDS9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210760,UniProt G8BDT5,False,XP_025334734.1,47.5,2.87e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_210880,UniProt G8BDU7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211170,UniProt G8BDX6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211270,UniProt G8BDY6,False,XP_025337152.1,38.1,4.58e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_211330,UniProt G8BDZ2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211510,UniProt G8BE10,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211640,UniProt G8BE23,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211700,UniProt G8BE29,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211860,UniProt G8BE45,False,XP_025339023.1,32.1,0.00018,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_212040,UniProt G8BE63,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212090,UniProt G8BE68,False,XP_025336372.1,84.0,3.07e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_212110,UniProt G8BE70,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212260,UniProt G8BE85,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212330,UniProt G8BE92,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212490,UniProt G8BEA8,False,,,,no_hit_e3
